time(ms);FP;FP(%);FPL_CMD;FRP_A(kPa);FRP_A(kPa);FRP_A_CMD(kPa);LP_FUEL_SW;FLPA(kPa);FLP_DSD(kPa);FLP_V(V);FP_RELAY;FRP(kPa);FRP_DSD(kPa);RPM(1/min);FPM(%);FPM_STAT;FRP_ABS(kPa);FRP_V(V);FRT(°C);FRT_V(V);FUELMON_RDY;F_PCV(%);F_VCV(%);F_VCV_CUR(A);F_VCV_FLT
0;On;31.87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
128;On;31.87;Off;-;-;-;-;-;-;-;On;-;-;-;-;-;-;-;-;-;-;-;-;-;-
158;On;31.87;Off;30056.0;-;-;-;-;-;-;On;-;-;-;-;-;-;-;-;-;-;-;-;-;-
188;On;31.87;Off;30072.0;30060.0;30000.0;-;-;-;-;On;-;-;-;-;-;-;-;-;-;-;-;-;-;-
218;On;31.87;Off;30096.0;30060.0;30000.0;Not Low;-;-;-;On;-;-;-;-;-;-;-;-;-;-;-;-;-;-
263;On;31.87;Off;30112.0;30060.0;30000.0;Not Low;414.0;-;-;On;-;-;-;-;-;-;-;-;-;-;-;-;-;-
308;On;31.87;Off;30128.0;30060.0;30000.0;Not Low;414.0;597.0;-;On;-;-;-;-;-;-;-;-;-;-;-;-;-;-
337;On;31.87;Off;30152.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;-;-;-;-;-;-;-;-;-;-;-;-;-;-
368;On;31.87;Off;30168.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29670.0;-;-;-;-;-;-;-;-;-;-;-;-;-
398;On;31.87;Off;30184.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29690.0;30000.0;-;-;-;-;-;-;-;-;-;-;-;-
428;On;31.87;Off;30208.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29710.0;30000.0;600;-;-;-;-;-;-;-;-;-;-;-
458;On;31.87;Off;30224.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29720.0;30010.0;600;40.49;-;-;-;-;-;-;-;-;-;-
503;On;31.87;Off;30240.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29740.0;30010.0;600;40.49;No Fault;-;-;-;-;-;-;-;-;-
533;On;31.87;Off;30256.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29760.0;30010.0;600;40.48;No Fault;30060.0;-;-;-;-;-;-;-;-
578;On;31.87;Off;30280.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29780.0;30010.0;600;40.48;No Fault;30040.0;0.66;-;-;-;-;-;-;-
607;On;31.87;Off;30296.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29790.0;30020.0;600;40.48;No Fault;30020.0;0.66;46;-;-;-;-;-;-
652;On;31.87;Off;30312.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29810.0;30020.0;600;40.48;No Fault;30010.0;0.66;46;1.51;-;-;-;-;-
698;On;31.87;Off;30336.0;30060.0;30000.0;Not Low;414.0;600.0;2.16;On;29830.0;30020.0;600;40.48;No Fault;29990.0;0.66;46;1.51;No;-;-;-;-
728;On;31.87;Off;30352.0;30060.0;30000.0;Not Low;414.0;600.0;2.16;On;29850.0;30020.0;600;40.48;No Fault;29970.0;0.66;46;1.51;No;35.29;-;-;-
758;On;31.87;Off;30368.0;30060.0;30000.0;Not Low;414.0;600.0;2.16;On;29860.0;30030.0;600;40.48;No Fault;29950.0;0.66;46;1.51;No;35.29;46.27;-;-
788;On;31.87;Off;30392.0;30060.0;30000.0;Not Low;414.0;600.0;2.16;On;29880.0;30030.0;600;40.48;No Fault;29940.0;0.66;46;1.51;No;35.29;46.27;1.57;-
818;On;31.87;Off;30408.0;30060.0;30000.0;Not Low;414.0;600.0;2.16;On;29900.0;30030.0;600;40.47;No Fault;29920.0;0.66;46;1.51;No;35.29;46.27;1.57;No Fault
863;On;31.87;Off;30424.0;30060.0;30000.0;Not Low;414.0;600.0;2.16;On;29920.0;30040.0;600;40.47;No Fault;29900.0;0.66;46;1.51;No;35.29;46.27;1.57;No Fault
908;On;31.87;Off;30448.0;30060.0;30000.0;Not Low;414.0;600.0;2.16;On;29940.0;30040.0;600;40.47;No Fault;29880.0;0.66;46;1.51;No;35.29;46.27;1.57;No Fault
938;On;31.87;Off;30464.0;30060.0;30000.0;Not Low;414.0;600.0;2.16;On;29950.0;30040.0;601;40.47;No Fault;29870.0;0.66;46;1.51;No;35.29;46.27;1.57;No Fault
968;On;31.87;Off;30448.0;30060.0;30010.0;Not Low;414.0;600.0;2.16;On;29970.0;30040.0;601;40.47;No Fault;29850.0;0.66;46;1.51;No;35.29;46.27;1.57;No Fault
999;On;31.87;Off;30424.0;30060.0;30010.0;Not Low;414.0;600.0;2.16;On;29990.0;30050.0;601;40.47;No Fault;29830.0;0.66;46;1.51;No;35.29;46.27;1.57;No Fault
1028;On;31.87;Off;30408.0;30060.0;30010.0;Not Low;414.0;600.0;2.16;On;30010.0;30050.0;601;40.47;No Fault;29810.0;0.66;46;1.50;No;35.29;46.27;1.57;No Fault
1058;On;31.87;Off;30392.0;30060.0;30010.0;Not Low;414.0;600.0;2.16;On;30020.0;30050.0;601;40.46;No Fault;29790.0;0.66;46;1.50;No;35.29;46.27;1.57;No Fault
1088;On;31.87;Off;30368.0;30060.0;30010.0;Not Low;414.0;600.0;2.16;On;30040.0;30050.0;601;40.46;No Fault;29780.0;0.66;46;1.50;No;34.90;46.27;1.57;No Fault
1118;On;31.87;Off;30352.0;30060.0;30010.0;Not Low;414.0;600.0;2.16;On;30060.0;30060.0;601;40.46;No Fault;29760.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1163;On;31.87;Off;30336.0;30060.0;30010.0;Not Low;414.0;600.0;2.16;On;30060.0;30060.0;601;40.46;No Fault;29740.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1208;On;31.87;Off;30312.0;30060.0;30010.0;Not Low;414.0;600.0;2.16;On;30060.0;30060.0;601;40.46;No Fault;29720.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1237;On;31.87;Off;30296.0;30060.0;30010.0;Not Low;414.0;600.0;2.16;On;30060.0;30050.0;601;40.46;No Fault;29710.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1268;On;31.87;Off;30280.0;30060.0;30010.0;Not Low;414.0;597.0;2.16;On;30060.0;30050.0;600;40.46;No Fault;29690.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1313;On;31.87;Off;30264.0;30060.0;30010.0;Not Low;414.0;597.0;2.16;On;30060.0;30050.0;600;40.46;No Fault;29670.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1358;On;31.87;Off;30240.0;30060.0;30010.0;Not Low;414.0;597.0;2.16;On;30060.0;30050.0;600;40.46;No Fault;29690.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1388;On;31.87;Off;30224.0;30060.0;30010.0;Not Low;414.0;597.0;2.16;On;30060.0;30040.0;600;40.46;No Fault;29710.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1418;On;31.87;Off;30208.0;30060.0;30010.0;Not Low;413.5;597.0;2.16;On;30060.0;30040.0;599;40.46;No Fault;29720.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1463;On;31.87;Off;30184.0;30060.0;30010.0;Not Low;413.5;597.0;2.16;On;30060.0;30040.0;599;40.46;No Fault;29740.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1508;On;31.87;Off;30168.0;30060.0;30010.0;Not Low;413.5;597.0;2.16;On;30060.0;30040.0;598;40.46;No Fault;29760.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1538;On;31.87;Off;30152.0;30060.0;30010.0;Not Low;413.5;597.0;2.16;On;30060.0;30030.0;598;40.46;No Fault;29780.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1568;On;31.87;Off;30128.0;30060.0;30010.0;Not Low;413.5;597.0;2.16;On;30060.0;30030.0;598;40.46;No Fault;29790.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1597;On;31.87;Off;30112.0;30060.0;30010.0;Not Low;413.5;597.0;2.16;On;30060.0;30030.0;598;40.46;No Fault;29810.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1627;On;31.87;Off;30096.0;30060.0;30010.0;Not Low;413.5;597.0;2.16;On;30060.0;30020.0;597;40.46;No Fault;29830.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1658;On;31.87;Off;30072.0;30060.0;30010.0;Not Low;413.5;594.0;2.16;On;30060.0;30020.0;597;40.46;No Fault;29850.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1702;On;31.87;Off;30056.0;30060.0;30010.0;Not Low;413.5;594.0;2.16;On;30060.0;30020.0;596;40.46;No Fault;29860.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1733;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;30060.0;30020.0;596;40.46;No Fault;29880.0;0.66;46;1.50;No;34.90;46.67;1.57;No Fault
1779;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;30060.0;30010.0;596;40.46;No Fault;29900.0;0.66;46;1.50;No;34.90;46.67;1.58;No Fault
1837;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;30060.0;30010.0;596;40.46;No Fault;29920.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
1868;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;30060.0;30010.0;595;40.46;No Fault;29940.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
1898;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;30060.0;30010.0;595;40.46;No Fault;29950.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
1956;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;30060.0;30000.0;595;40.46;No Fault;29970.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
1988;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;30040.0;30000.0;594;40.46;No Fault;29990.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2018;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;30020.0;30000.0;594;40.46;No Fault;30010.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2063;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;30010.0;30000.0;594;40.46;No Fault;30020.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2108;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;29990.0;30000.0;594;40.46;No Fault;30040.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2139;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;29970.0;30000.0;594;40.46;No Fault;30060.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2168;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;29950.0;30000.0;595;40.46;No Fault;30060.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2198;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;413.5;594.0;2.16;On;29940.0;30000.0;595;40.46;No Fault;30060.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2228;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;414.0;594.0;2.16;On;29920.0;30000.0;595;40.46;No Fault;30060.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2258;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;414.0;597.0;2.16;On;29900.0;30000.0;595;40.46;No Fault;30060.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2288;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;414.0;597.0;2.16;On;29880.0;30000.0;596;40.46;No Fault;30060.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2318;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;414.0;597.0;2.16;On;29870.0;30000.0;596;40.46;No Fault;30060.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2363;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;414.0;597.0;2.16;On;29850.0;30000.0;596;40.46;No Fault;30060.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2408;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;414.0;597.0;2.16;On;29830.0;30000.0;596;40.46;No Fault;30060.0;0.66;46;1.51;No;34.90;46.67;1.58;No Fault
2438;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;414.0;597.0;2.16;On;29810.0;30000.0;596;40.46;No Fault;30060.0;0.66;46;1.51;No;34.90;46.67;1.59;No Fault
2498;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;414.0;597.0;2.16;On;29790.0;30000.0;596;40.46;No Fault;30060.0;0.66;46;1.51;No;34.90;46.67;1.59;No Fault
2558;On;31.87;Off;30056.0;29670.0;30010.0;Not Low;414.0;597.0;2.16;On;29780.0;30000.0;596;40.46;No Fault;30060.0;0.66;46;1.51;No;34.90;46.67;1.59;No Fault
2589;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29760.0;30000.0;597;40.46;No Fault;30060.0;0.67;46;1.51;No;34.90;46.27;1.59;No Fault
2632;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29740.0;30000.0;597;40.46;No Fault;30060.0;0.67;46;1.51;No;34.90;46.27;1.59;No Fault
2678;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29720.0;30000.0;597;40.46;No Fault;30060.0;0.67;46;1.51;No;34.90;46.27;1.59;No Fault
2708;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29710.0;30000.0;597;40.46;No Fault;30060.0;0.67;46;1.51;No;34.90;46.27;1.60;No Fault
2739;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29690.0;30000.0;598;40.46;No Fault;30060.0;0.67;46;1.51;No;35.29;46.27;1.60;No Fault
2768;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29670.0;30000.0;598;40.46;No Fault;30060.0;0.67;46;1.51;No;35.29;46.27;1.60;No Fault
2812;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29690.0;30000.0;598;40.46;No Fault;30060.0;0.67;46;1.51;No;35.29;46.27;1.60;No Fault
2856;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29710.0;30000.0;598;40.46;No Fault;30060.0;0.67;46;1.51;No;35.29;46.27;1.60;No Fault
2888;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29720.0;30000.0;598;40.46;No Fault;30060.0;0.67;46;1.51;No;35.29;46.27;1.61;No Fault
2948;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29740.0;30000.0;598;40.46;No Fault;30060.0;0.67;46;1.51;No;35.29;46.27;1.61;No Fault
2978;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29760.0;30000.0;598;40.46;No Fault;30060.0;0.67;46;1.51;No;35.29;46.27;1.61;No Fault
3008;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29780.0;30000.0;598;40.46;No Fault;30060.0;0.67;46;1.51;No;35.29;45.88;1.61;No Fault
3038;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.16;On;29790.0;30000.0;598;40.46;No Fault;30070.0;0.67;46;1.51;No;35.29;45.88;1.61;No Fault
3068;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;597.0;2.16;On;29810.0;30000.0;598;40.46;No Fault;30070.0;0.67;46;1.51;No;35.29;45.88;1.61;No Fault
3098;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;597.0;2.16;On;29830.0;30000.0;598;40.46;No Fault;30070.0;0.67;46;1.51;No;35.29;45.88;1.62;No Fault
3128;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;597.0;2.16;On;29850.0;30000.0;598;40.46;No Fault;30080.0;0.67;46;1.51;No;35.29;45.88;1.62;No Fault
3193;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;597.0;2.16;On;29860.0;30000.0;598;40.46;No Fault;30080.0;0.67;46;1.51;No;35.29;45.88;1.62;No Fault
3231;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;597.0;2.16;On;29880.0;30000.0;598;40.46;No Fault;30090.0;0.67;46;1.51;No;35.29;45.88;1.62;No Fault
3277;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;597.0;2.16;On;29900.0;30000.0;598;40.46;No Fault;30090.0;0.67;46;1.51;No;35.29;45.88;1.62;No Fault
3308;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;597.0;2.16;On;29920.0;30000.0;598;40.46;No Fault;30090.0;0.67;46;1.51;No;35.29;45.88;1.62;No Fault
3338;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;597.0;2.16;On;29940.0;30000.0;598;40.46;No Fault;30100.0;0.67;46;1.51;No;35.29;45.88;1.62;No Fault
3368;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;597.0;2.16;On;29950.0;30000.0;597;40.46;No Fault;30100.0;0.67;46;1.51;No;35.29;45.88;1.62;No Fault
3397;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.16;On;29970.0;30000.0;597;40.46;No Fault;30100.0;0.67;46;1.51;No;35.29;45.88;1.62;No Fault
3427;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.16;On;29990.0;30000.0;597;40.46;No Fault;30110.0;0.67;46;1.51;No;35.29;45.88;1.62;No Fault
3456;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.16;On;30010.0;30000.0;597;40.46;No Fault;30110.0;0.67;46;1.51;No;35.29;45.88;1.62;No Fault
3486;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.16;On;30020.0;30000.0;597;40.46;No Fault;30110.0;0.67;46;1.51;No;35.29;45.88;1.62;No Fault
3516;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.16;On;30040.0;30000.0;597;40.46;No Fault;30120.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
3561;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.16;On;30060.0;30000.0;597;40.46;No Fault;30120.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
3607;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.16;On;30060.0;30000.0;597;40.46;No Fault;30130.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
3638;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.15;On;30060.0;30000.0;597;40.46;No Fault;30130.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
3668;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.15;On;30060.0;30000.0;597;40.46;No Fault;30130.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
3698;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.15;On;30060.0;30000.0;597;40.46;No Fault;30140.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
3728;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.15;On;30060.0;30000.0;598;40.46;No Fault;30140.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
3758;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.15;On;30060.0;30000.0;598;40.46;No Fault;30120.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
3788;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;413.5;597.0;2.15;On;30060.0;30000.0;598;40.46;No Fault;30100.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
3818;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;414.0;597.0;2.15;On;30060.0;30000.0;598;40.46;No Fault;30080.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
3863;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;414.0;597.0;2.15;On;30060.0;30000.0;598;40.46;No Fault;30050.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
3923;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;414.0;597.0;2.15;On;30060.0;30000.0;598;40.46;No Fault;30030.0;0.67;46;1.51;No;35.29;45.88;1.64;No Fault
3953;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;414.0;597.0;2.15;On;30060.0;30000.0;598;40.46;No Fault;30010.0;0.67;46;1.51;No;35.29;45.88;1.64;No Fault
3998;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;598;40.46;No Fault;29990.0;0.67;46;1.51;No;35.29;45.88;1.64;No Fault
4028;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;599;40.46;No Fault;29970.0;0.67;46;1.51;No;35.29;45.88;1.64;No Fault
4058;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;599;40.46;No Fault;29950.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
4088;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;599;40.46;No Fault;29930.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
4118;On;31.87;Off;30056.0;29670.0;30050.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;599;40.46;No Fault;29900.0;0.67;46;1.51;No;35.29;45.88;1.63;No Fault
4163;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29880.0;0.66;46;1.51;No;35.29;46.27;1.63;No Fault
4209;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29860.0;0.66;46;1.51;No;35.29;46.27;1.63;No Fault
4238;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29840.0;0.66;46;1.51;No;35.29;46.27;1.62;No Fault
4268;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29820.0;0.66;46;1.51;No;35.29;46.27;1.62;No Fault
4298;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29800.0;0.66;46;1.51;No;35.29;46.27;1.62;No Fault
4328;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29780.0;0.66;46;1.51;No;35.29;46.27;1.62;No Fault
4358;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29760.0;0.66;46;1.51;No;35.29;46.27;1.62;No Fault
4388;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29730.0;0.66;46;1.51;No;35.29;46.27;1.62;No Fault
4418;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29710.0;0.66;46;1.51;No;35.29;46.27;1.62;No Fault
4448;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29690.0;0.66;46;1.51;No;35.29;46.27;1.62;No Fault
4478;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29670.0;0.66;46;1.51;No;35.29;46.27;1.62;No Fault
4538;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29690.0;0.66;46;1.51;No;35.29;46.67;1.61;No Fault
4598;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29710.0;0.66;46;1.51;No;35.29;46.67;1.61;No Fault
4642;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;597.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29720.0;0.66;46;1.51;No;35.29;46.67;1.61;No Fault
4673;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;600.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29740.0;0.66;46;1.51;No;35.29;46.67;1.61;No Fault
4718;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;600.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29760.0;0.66;46;1.51;No;35.29;46.67;1.61;No Fault
4763;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;600.0;2.15;On;30060.0;30010.0;600;40.46;No Fault;29780.0;0.66;46;1.51;No;35.29;46.67;1.61;No Fault
4793;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;600.0;2.16;On;30060.0;30010.0;600;40.46;No Fault;29790.0;0.66;46;1.51;No;35.29;46.67;1.61;No Fault
4838;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;600.0;2.16;On;30060.0;30010.0;600;40.46;No Fault;29810.0;0.66;46;1.51;No;35.29;46.67;1.60;No Fault
4870;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;600.0;2.16;On;30060.0;30010.0;600;40.46;No Fault;29830.0;0.66;46;1.51;No;35.29;46.67;1.60;No Fault
4911;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;600.0;2.16;On;30060.0;30010.0;600;40.46;No Fault;29850.0;0.66;46;1.51;No;35.29;46.67;1.60;No Fault
4958;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;600.0;2.16;On;30060.0;30010.0;600;40.46;No Fault;29860.0;0.66;46;1.51;No;35.29;46.67;1.59;No Fault
4988;On;31.87;Off;30072.0;30060.0;30030.0;Not Low;413.5;600.0;2.16;On;30060.0;30010.0;600;40.46;No Fault;29880.0;0.66;46;1.51;No;35.29;46.67;1.59;No Fault
5032;On;31.87;Off;30096.0;30060.0;30030.0;Not Low;413.5;600.0;2.16;On;30060.0;30010.0;600;40.46;No Fault;29900.0;0.66;46;1.51;No;35.29;46.67;1.59;No Fault
5078;On;31.87;Off;30112.0;30060.0;30030.0;Not Low;413.5;600.0;2.16;On;30060.0;30010.0;600;40.46;No Fault;29920.0;0.66;46;1.51;No;35.29;46.67;1.59;No Fault
5111;On;31.87;Off;30128.0;30060.0;30030.0;Not Low;413.5;600.0;2.16;On;30060.0;30010.0;600;40.46;No Fault;29940.0;0.66;46;1.51;No;35.29;46.67;1.59;No Fault
5140;On;31.87;Off;30152.0;30060.0;30030.0;Not Low;413.5;600.0;2.16;On;30060.0;30010.0;600;40.46;No Fault;29950.0;0.66;46;1.51;No;35.29;46.67;1.58;No Fault
5197;On;31.87;Off;30168.0;30060.0;30030.0;Not Low;413.5;600.0;2.16;On;30060.0;30010.0;600;40.46;No Fault;29970.0;0.66;46;1.51;No;35.29;46.27;1.58;No Fault
