time(ms);FP;FP(%);FPL_CMD;FRP_A(kPa);FRP_A(kPa);FRP_A_CMD(kPa);LP_FUEL_SW;FLPA(kPa);FLP_DSD(kPa);FLP_V(V);FP_RELAY;FRP(kPa);FRP_DSD(kPa)
9960;On;31.87;Off;35080.0;36030.0;35360.0;Not Low;417.0;765.0;2.17;On;34840.0;34550.0
9992;On;31.87;Off;34960.0;36030.0;35360.0;Not Low;417.0;765.0;2.17;On;34840.0;34500.0
10036;On;31.87;Off;34840.0;36030.0;35360.0;Not Low;417.0;765.0;2.17;On;34840.0;34440.0
10067;On;31.87;Off;34760.0;34840.0;34540.0;Not Low;417.0;765.0;2.17;On;34840.0;34390.0
10112;On;31.87;Off;34680.0;34840.0;34540.0;Not Low;417.0;765.0;2.17;On;34840.0;34340.0
10142;On;31.87;Off;34600.0;34840.0;34540.0;Not Low;417.0;765.0;2.17;On;34840.0;34290.0
10171;On;31.87;Off;34520.0;34840.0;34540.0;Not Low;417.0;765.0;2.17;On;34840.0;34240.0
10202;On;31.87;Off;34440.0;34840.0;34540.0;Not Low;417.0;762.0;2.17;On;34840.0;34180.0
10232;On;31.87;Off;34360.0;34840.0;34540.0;Not Low;417.5;762.0;2.17;On;34840.0;34130.0
10262;On;31.87;Off;34280.0;34840.0;34540.0;Not Low;417.5;759.0;2.17;On;34720.0;34080.0
10291;On;31.87;Off;34200.0;34840.0;34540.0;Not Low;417.5;756.0;2.17;On;34600.0;33990.0
10322;On;31.87;Off;34120.0;34840.0;34540.0;Not Low;417.5;756.0;2.17;On;34480.0;33910.0
10351;On;31.87;Off;34040.0;34840.0;34540.0;Not Low;417.5;753.0;2.17;On;34360.0;33820.0
10382;On;31.87;Off;33960.0;34450.0;33850.0;Not Low;418.0;750.0;2.17;On;34250.0;33740.0
10412;On;31.87;Off;33880.0;34450.0;33850.0;Not Low;418.0;747.0;2.17;On;34130.0;33650.0
10456;On;31.87;Off;33808.0;34450.0;33850.0;Not Low;418.0;747.0;2.17;On;34010.0;33560.0
10487;On;31.87;Off;33728.0;34450.0;33850.0;Not Low;418.0;744.0;2.17;On;33890.0;33480.0
10531;On;31.87;Off;33648.0;34450.0;33850.0;Not Low;418.0;741.0;2.17;On;33770.0;33390.0
10562;On;31.87;Off;33568.0;34450.0;33850.0;Not Low;418.0;735.0;2.17;On;33650.0;33310.0
10592;On;31.87;Off;33488.0;34450.0;33850.0;Not Low;418.0;732.0;2.17;On;33500.0;33220.0
10636;On;31.87;Off;33416.0;34450.0;33850.0;Not Low;418.0;726.0;2.17;On;33350.0;33120.0
10667;On;31.87;Off;33336.0;34450.0;33850.0;Not Low;418.0;723.0;2.17;On;33190.0;33010.0
10711;On;31.87;Off;33256.0;34450.0;33850.0;Not Low;418.0;720.0;2.17;On;33040.0;32910.0
10742;On;31.87;Off;33136.0;33260.0;32720.0;Not Low;418.0;714.0;2.17;On;32890.0;32800.0
10772;On;31.87;Off;33016.0;33260.0;32720.0;Not Low;418.0;711.0;2.17;On;32740.0;32700.0
10802;On;31.87;Off;32896.0;33260.0;32720.0;Not Low;418.0;705.0;2.17;On;32590.0;32590.0
10832;On;31.87;Off;32776.0;33260.0;32720.0;Not Low;418.0;702.0;2.17;On;32430.0;32490.0
10861;On;31.87;Off;32648.0;33260.0;32720.0;Not Low;417.5;696.0;2.17;On;32280.0;32380.0
10891;On;31.87;Off;32528.0;33260.0;32720.0;Not Low;417.5;693.0;2.17;On;32130.0;32280.0
10937;On;31.87;Off;32408.0;33260.0;32720.0;Not Low;417.5;687.0;2.17;On;32050.0;32170.0
10966;On;31.87;Off;32288.0;33260.0;32720.0;Not Low;417.0;684.0;2.17;On;31970.0;32240.0
11012;On;31.87;Off;32168.0;33260.0;32720.0;Not Low;417.0;678.0;2.17;On;31900.0;32310.0
11056;On;31.87;Off;32048.0;33260.0;32720.0;Not Low;417.0;672.0;2.17;On;31820.0;32370.0
11087;On;31.87;Off;32096.0;32050.0;31720.0;Not Low;417.0;669.0;2.17;On;31740.0;32440.0
11133;On;31.87;Off;32144.0;32050.0;31720.0;Not Low;416.5;663.0;2.17;On;31660.0;32510.0
11176;On;31.87;Off;32192.0;32050.0;31720.0;Not Low;416.5;660.0;2.16;On;31580.0;32580.0
11207;On;31.87;Off;32240.0;32050.0;31720.0;Not Low;416.0;654.0;2.16;On;31510.0;32650.0
11251;On;31.87;Off;32288.0;32050.0;31720.0;Not Low;415.5;666.0;2.16;On;31430.0;32710.0
11296;On;31.87;Off;32344.0;32050.0;31720.0;Not Low;415.0;675.0;2.16;On;31350.0;32780.0
11340;On;31.87;Off;32392.0;32050.0;31720.0;Not Low;414.5;687.0;2.16;On;32220.0;32850.0
11371;On;31.87;Off;32440.0;32050.0;31720.0;Not Low;414.5;699.0;2.16;On;33080.0;33890.0
11402;On;31.87;Off;32488.0;32050.0;31720.0;Not Low;414.0;711.0;2.16;On;33950.0;34930.0
11432;On;31.87;Off;32536.0;32050.0;31720.0;Not Low;413.5;720.0;2.16;On;34820.0;35970.0
11462;On;31.87;Off;33840.0;33350.0;35210.0;Not Low;413.0;732.0;2.16;On;35680.0;37010.0
11507;On;31.87;Off;35144.0;33350.0;35210.0;Not Low;412.5;744.0;2.15;On;36550.0;38050.0
11567;On;31.87;Off;36448.0;33350.0;35210.0;Not Low;412.0;753.0;2.15;On;37420.0;39090.0
11611;On;31.87;Off;37752.0;33350.0;35210.0;Not Low;411.5;765.0;2.15;On;38290.0;40130.0
11655;On;31.87;Off;39064.0;33350.0;35210.0;Not Low;411.5;765.0;2.15;On;39150.0;41170.0
11687;On;31.87;Off;40368.0;33350.0;35210.0;Not Low;411.0;765.0;2.15;On;40020.0;42210.0
11731;On;31.87;Off;41672.0;33350.0;35210.0;Not Low;410.5;765.0;2.15;On;41770.0;43250.0
11776;On;31.87;Off;42976.0;33350.0;35210.0;Not Low;410.5;765.0;2.14;On;43520.0;45100.0
11811;On;31.87;Off;44280.0;33350.0;35210.0;Not Low;410.0;765.0;2.14;On;45280.0;46960.0
11851;On;31.87;Off;45584.0;33350.0;35210.0;Not Low;409.5;765.0;2.14;On;47030.0;48810.0
11896;On;31.87;Off;47592.0;48100.0;50990.0;Not Low;409.0;765.0;2.13;On;48780.0;50660.0
11958;On;31.87;Off;49592.0;48100.0;50990.0;Not Low;409.0;765.0;2.13;On;50530.0;52520.0
11986;On;31.87;Off;51600.0;48100.0;50990.0;Not Low;408.5;765.0;2.13;On;52280.0;54370.0
12031;On;31.87;Off;53608.0;48100.0;50990.0;Not Low;408.5;765.0;2.13;On;54040.0;56220.0
12062;On;31.87;Off;55608.0;48100.0;50990.0;Not Low;408.5;765.0;2.12;On;55790.0;58070.0
12092;On;31.87;Off;57616.0;48100.0;50990.0;Not Low;408.5;765.0;2.12;On;57540.0;59930.0
12136;On;31.87;Off;59624.0;48100.0;50990.0;Not Low;408.5;765.0;2.12;On;59610.0;61780.0
12167;On;31.87;Off;61632.0;48100.0;50990.0;Not Low;408.0;765.0;2.12;On;61680.0;63740.0
12211;On;31.87;Off;63632.0;48100.0;50990.0;Not Low;408.0;765.0;2.12;On;63750.0;65700.0
12242;On;31.87;Off;65640.0;48100.0;50990.0;Not Low;408.0;765.0;2.12;On;65820.0;67660.0
12272;On;31.87;Off;67856.0;67230.0;68280.0;Not Low;408.0;765.0;2.12;On;67900.0;69620.0
12330;On;31.87;Off;70064.0;67230.0;68280.0;Not Low;408.0;765.0;2.12;On;69970.0;71580.0
12361;On;31.87;Off;72280.0;67230.0;68280.0;Not Low;408.0;765.0;2.12;On;72040.0;73540.0
12392;On;31.87;Off;74496.0;67230.0;68280.0;Not Low;408.5;765.0;2.12;On;74110.0;75500.0
12452;On;31.87;Off;76712.0;67230.0;68280.0;Not Low;409.0;765.0;2.12;On;76180.0;77460.0
12482;On;31.87;Off;78920.0;67230.0;68280.0;Not Low;409.0;765.0;2.12;On;78250.0;79420.0
12512;On;31.87;Off;81136.0;67230.0;68280.0;Not Low;409.5;765.0;2.13;On;80600.0;81380.0
12556;On;31.87;Off;83352.0;67230.0;68280.0;Not Low;410.0;765.0;2.13;On;82950.0;83660.0
12587;On;31.87;Off;85560.0;67230.0;68280.0;Not Low;410.5;765.0;2.13;On;85290.0;85930.0
12632;On;31.87;Off;87776.0;67230.0;68280.0;Not Low;411.0;765.0;2.14;On;87640.0;88210.0
12662;On;31.87;Off;89848.0;88990.0;90470.0;Not Low;411.0;765.0;2.14;On;89990.0;90490.0
12692;On;31.87;Off;91920.0;88990.0;90470.0;Not Low;411.5;765.0;2.15;On;92340.0;92760.0
12736;On;31.87;Off;93992.0;88990.0;90470.0;Not Low;412.0;765.0;2.15;On;94690.0;95040.0
12767;On;31.87;Off;96064.0;88990.0;90470.0;Not Low;412.5;765.0;2.15;On;97030.0;97320.0
12812;On;31.87;Off;98136.0;88990.0;90470.0;Not Low;413.0;765.0;2.16;On;99380.0;99600.0
12842;On;31.87;Off;100208.0;88990.0;90470.0;Not Low;413.5;765.0;2.16;On;101730.0;101870.0
12872;On;31.87;Off;102280.0;88990.0;90470.0;Not Low;414.0;765.0;2.16;On;104000.0;104150.0
12901;On;31.87;Off;104352.0;88990.0;90470.0;Not Low;414.0;765.0;2.16;On;106270.0;106590.0
12932;On;31.87;Off;106424.0;88990.0;90470.0;Not Low;414.5;765.0;2.16;On;108540.0;109030.0
12961;On;31.87;Off;108496.0;88990.0;90470.0;Not Low;415.0;765.0;2.16;On;110810.0;111460.0
12992;On;31.87;Off;110888.0;111690.0;112370.0;Not Low;415.5;765.0;2.16;On;113080.0;113900.0
13037;On;31.87;Off;113280.0;111690.0;112370.0;Not Low;416.0;765.0;2.16;On;115350.0;116340.0
13067;On;31.87;Off;115664.0;111690.0;112370.0;Not Low;416.5;765.0;2.16;On;117620.0;118780.0
13111;On;31.87;Off;118056.0;111690.0;112370.0;Not Low;416.5;765.0;2.16;On;119890.0;121220.0
13142;On;31.87;Off;120448.0;111690.0;112370.0;Not Low;416.5;765.0;2.16;On;122160.0;123650.0
13172;On;31.87;Off;122840.0;111690.0;112370.0;Not Low;416.5;765.0;2.16;On;124430.0;126090.0
13202;On;31.87;Off;125232.0;111690.0;112370.0;Not Low;416.5;765.0;2.16;On;126940.0;128530.0
13232;On;31.87;Off;127616.0;111690.0;112370.0;Not Low;417.0;765.0;2.16;On;129440.0;130740.0
13262;On;31.87;Off;130008.0;111690.0;112370.0;Not Low;417.0;765.0;2.16;On;131950.0;132950.0
13292;On;31.87;Off;132400.0;111690.0;112370.0;Not Low;417.0;765.0;2.17;On;134460.0;135170.0
13334;On;31.87;Off;134944.0;135970.0;140070.0;Not Low;417.0;765.0;2.17;On;136960.0;137380.0
13382;On;31.87;Off;137496.0;135970.0;140070.0;Not Low;417.0;765.0;2.17;On;139470.0;139590.0
13427;On;31.87;Off;140040.0;135970.0;140070.0;Not Low;417.0;765.0;2.17;On;141980.0;141800.0
13472;On;31.87;Off;142584.0;135970.0;140070.0;Not Low;418.0;765.0;2.17;On;144490.0;144010.0
13517;On;31.87;Off;145128.0;135970.0;140070.0;Not Low;418.5;765.0;2.17;On;146990.0;146230.0
13547;On;31.87;Off;147680.0;135970.0;140070.0;Not Low;419.5;765.0;2.17;On;149500.0;148440.0
13591;On;31.87;Off;150224.0;135970.0;140070.0;Not Low;420.5;765.0;2.16;On;150100.0;150650.0
13622;On;31.87;Off;152768.0;135970.0;140070.0;Not Low;421.5;765.0;2.16;On;150700.0;150730.0
13668;On;31.87;Off;155320.0;135970.0;140070.0;Not Low;422.0;765.0;2.15;On;151290.0;150820.0
13712;On;31.87;Off;157864.0;135970.0;140070.0;Not Low;423.0;765.0;2.15;On;151890.0;150900.0
13742;On;31.87;Off;157544.0;157870.0;151460.0;Not Low;424.0;765.0;2.15;On;152490.0;150980.0
13773;On;31.87;Off;157232.0;157870.0;151460.0;Not Low;424.5;765.0;2.14;On;153090.0;151070.0
13816;On;31.87;Off;156912.0;157870.0;151460.0;Not Low;425.5;765.0;2.14;On;153690.0;151150.0
13847;On;31.87;Off;156600.0;157870.0;151460.0;Not Low;424.5;765.0;2.13;On;154280.0;151230.0
13891;On;31.87;Off;156280.0;157870.0;151460.0;Not Low;424.0;765.0;2.13;On;154880.0;151310.0
13921;On;31.87;Off;155960.0;157870.0;151460.0;Not Low;423.0;765.0;2.13;On;155480.0;151400.0
13952;On;31.87;Off;155648.0;157870.0;151460.0;Not Low;422.5;765.0;2.14;On;156200.0;151480.0
13982;On;31.87;Off;155328.0;157870.0;151460.0;Not Low;421.5;765.0;2.15;On;156910.0;152590.0
14012;On;32.96;Off;155016.0;157870.0;151460.0;Not Low;420.5;765.0;2.15;On;157630.0;153700.0
14042;On;34.05;Off;154696.0;157870.0;151460.0;Not Low;420.0;765.0;2.16;On;158350.0;154810.0
14087;On;35.15;Off;155768.0;154700.0;154300.0;Not Low;419.0;765.0;2.17;On;159060.0;155920.0
14132;On;36.24;Off;156848.0;154700.0;154300.0;Not Low;418.5;765.0;2.17;On;159780.0;157030.0
14176;On;37.34;Off;157920.0;154700.0;154300.0;Not Low;417.5;765.0;2.18;On;160500.0;158140.0
14206;On;38.43;Off;158992.0;154700.0;154300.0;Not Low;422.5;765.0;2.19;On;161220.0;159250.0
14252;On;39.53;Off;160072.0;154700.0;154300.0;Not Low;427.0;765.0;2.19;On;161930.0;160360.0
14296;On;40.62;Off;161144.0;154700.0;154300.0;Not Low;432.0;765.0;2.21;On;162650.0;161470.0
14341;On;41.71;Off;162216.0;154700.0;154300.0;Not Low;436.5;765.0;2.24;On;163050.0;162580.0
14372;On;42.81;Off;163288.0;154700.0;154300.0;Not Low;441.5;765.0;2.26;On;163450.0;162890.0
14402;On;43.33;Off;164368.0;154700.0;154300.0;Not Low;446.5;765.0;2.29;On;163850.0;163210.0
14432;On;43.84;Off;165440.0;154700.0;154300.0;Not Low;451.0;765.0;2.31;On;164250.0;163520.0
14492;On;44.36;Off;165560.0;165030.0;163510.0;Not Low;456.0;765.0;2.33;On;164650.0;163840.0
14536;On;44.88;Off;165680.0;165030.0;163510.0;Not Low;460.5;765.0;2.36;On;165040.0;164150.0
14567;On;45.40;Off;165800.0;165030.0;163510.0;Not Low;465.5;765.0;2.38;On;165440.0;164460.0
14611;On;45.92;Off;165920.0;165030.0;163510.0;Not Low;467.5;765.0;2.40;On;165840.0;164780.0
14642;On;46.44;Off;166040.0;165030.0;163510.0;Not Low;469.0;765.0;2.43;On;166240.0;165090.0
14672;On;46.96;Off;166160.0;165030.0;163510.0;Not Low;471.0;765.0;2.43;On;166640.0;165410.0
14702;On;47.48;Off;166280.0;165030.0;163510.0;Not Low;472.5;765.0;2.44;On;166960.0;165720.0
14732;On;48.00;Off;166400.0;165030.0;163510.0;Not Low;474.5;765.0;2.44;On;167280.0;166200.0
14762;On;48.00;Off;166520.0;165030.0;163510.0;Not Low;476.0;765.0;2.44;On;167590.0;166680.0
14792;On;48.00;Off;166640.0;165030.0;163510.0;Not Low;478.0;765.0;2.45;On;167910.0;167160.0
14822;On;48.00;Off;167200.0;167030.0;166970.0;Not Low;479.5;765.0;2.45;On;168230.0;167640.0
14867;On;48.00;Off;167752.0;167030.0;166970.0;Not Low;481.5;765.0;2.46;On;168550.0;168120.0
14911;On;48.00;Off;168312.0;167030.0;166970.0;Not Low;483.0;765.0;2.46;On;168870.0;168590.0
14941;On;48.00;Off;168864.0;167030.0;166970.0;Not Low;484.0;765.0;2.47;On;169180.0;169070.0
14971;On;48.00;Off;169424.0;167030.0;166970.0;Not Low;485.0;765.0;2.47;On;169500.0;169550.0
15002;On;48.00;Off;169976.0;167030.0;166970.0;Not Low;486.0;765.0;2.47;On;169820.0;170030.0
15032;On;48.00;Off;170536.0;167030.0;166970.0;Not Low;487.0;765.0;2.47;On;170100.0;170510.0
15062;On;48.00;Off;171088.0;167030.0;166970.0;Not Low;488.0;765.0;2.48;On;170380.0;170810.0
15092;On;48.00;Off;171648.0;167030.0;166970.0;Not Low;489.0;765.0;2.48;On;170660.0;171110.0
15122;On;48.00;Off;172200.0;167030.0;166970.0;Not Low;490.0;765.0;2.48;On;170940.0;171410.0
15152;On;48.00;Off;172320.0;173000.0;172530.0;Not Low;491.0;765.0;2.49;On;171210.0;171710.0
15196;On;48.00;Off;172440.0;173000.0;172530.0;Not Low;492.0;765.0;2.49;On;171490.0;172010.0
15227;On;48.00;Off;172560.0;173000.0;172530.0;Not Low;493.0;765.0;2.49;On;171770.0;172310.0
15271;On;48.00;Off;172680.0;173000.0;172530.0;Not Low;493.0;765.0;2.49;On;172050.0;172610.0
15302;On;48.00;Off;172800.0;173000.0;172530.0;Not Low;493.5;765.0;2.50;On;172330.0;172910.0
15330;On;48.00;Off;172920.0;173000.0;172530.0;Not Low;493.5;765.0;2.50;On;172610.0;173210.0
15375;On;48.00;Off;173040.0;173000.0;172530.0;Not Low;493.5;765.0;2.50;On;172930.0;173510.0
15407;On;48.00;Off;173160.0;173000.0;172530.0;Not Low;494.0;765.0;2.50;On;173240.0;173710.0
15452;On;48.00;Off;173280.0;173000.0;172530.0;Not Low;494.0;765.0;2.50;On;173560.0;173910.0
15496;On;48.00;Off;173400.0;173000.0;172530.0;Not Low;494.0;765.0;2.50;On;173880.0;174110.0
15556;On;48.00;Off;173632.0;174200.0;175430.0;Not Low;494.0;765.0;2.50;On;174200.0;174310.0
15589;On;48.00;Off;173856.0;174200.0;175430.0;Not Low;494.5;765.0;2.50;On;174510.0;174500.0
15632;On;48.00;Off;174088.0;174200.0;175430.0;Not Low;494.5;765.0;2.50;On;174830.0;174700.0
15662;On;48.00;Off;174312.0;174200.0;175430.0;Not Low;494.5;765.0;2.50;On;175150.0;174900.0
15692;On;48.00;Off;174544.0;174200.0;175430.0;Not Low;494.5;765.0;2.50;On;175460.0;175100.0
15722;On;48.00;Off;174776.0;174200.0;175430.0;Not Low;495.0;765.0;2.50;On;175780.0;175300.0
15752;On;48.00;Off;175000.0;174200.0;175430.0;Not Low;495.0;765.0;2.50;On;175610.0;175500.0
15812;On;48.00;Off;175232.0;174200.0;175430.0;Not Low;495.0;765.0;2.51;On;175440.0;175470.0
15856;On;48.00;Off;175456.0;174200.0;175430.0;Not Low;495.0;765.0;2.51;On;175270.0;175430.0
15887;On;48.00;Off;175688.0;174200.0;175430.0;Not Low;495.0;765.0;2.52;On;175100.0;175400.0
15931;On;48.00;Off;175656.0;174480.0;174950.0;Not Low;495.5;765.0;2.52;On;174920.0;175370.0
15978;On;48.00;Off;175624.0;174480.0;174950.0;Not Low;495.5;765.0;2.53;On;174750.0;175340.0
16007;On;48.00;Off;175600.0;174480.0;174950.0;Not Low;495.5;765.0;2.53;On;174580.0;175300.0
16052;On;48.00;Off;175568.0;174480.0;174950.0;Not Low;496.0;765.0;2.54;On;174410.0;175270.0
16096;On;48.00;Off;175536.0;174480.0;174950.0;Not Low;496.0;765.0;2.54;On;174240.0;175240.0
16127;On;48.00;Off;175504.0;174480.0;174950.0;Not Low;496.5;765.0;2.54;On;174070.0;175200.0
16171;On;48.00;Off;175472.0;174480.0;174950.0;Not Low;497.0;765.0;2.53;On;174230.0;175170.0
16216;On;48.00;Off;175448.0;174480.0;174950.0;Not Low;497.0;765.0;2.53;On;174390.0;175250.0
16247;On;48.00;Off;175416.0;174480.0;174950.0;Not Low;497.5;765.0;2.53;On;174560.0;175330.0
16292;On;48.00;Off;175384.0;174480.0;174950.0;Not Low;498.0;765.0;2.52;On;174720.0;175410.0
16337;On;48.00;Off;175464.0;173800.0;175140.0;Not Low;498.5;765.0;2.52;On;174880.0;175490.0
16379;On;48.00;Off;175544.0;173800.0;175140.0;Not Low;498.5;765.0;2.52;On;175040.0;175580.0
16409;On;48.00;Off;175624.0;173800.0;175140.0;Not Low;499.0;765.0;2.51;On;175200.0;175660.0
16441;On;48.00;Off;175704.0;173800.0;175140.0;Not Low;499.0;765.0;2.51;On;175370.0;175740.0
16472;On;48.00;Off;175784.0;173800.0;175140.0;Not Low;499.0;765.0;2.51;On;175530.0;175820.0
16502;On;48.00;Off;175864.0;173800.0;175140.0;Not Low;499.0;765.0;2.51;On;175690.0;175900.0
16531;On;48.00;Off;175944.0;173800.0;175140.0;Not Low;499.0;765.0;2.50;On;175900.0;175980.0
16591;On;48.00;Off;176024.0;173800.0;175140.0;Not Low;498.5;765.0;2.50;On;176110.0;176150.0
16636;On;48.00;Off;176104.0;173800.0;175140.0;Not Low;498.5;765.0;2.50;On;176310.0;176320.0
16667;On;48.00;Off;176184.0;173800.0;175140.0;Not Low;498.5;765.0;2.50;On;176520.0;176490.0
16711;On;48.00;Off;176304.0;176580.0;176630.0;Not Low;498.5;765.0;2.50;On;176730.0;176660.0
16758;On;48.00;Off;176424.0;176580.0;176630.0;Not Low;498.5;765.0;2.50;On;176940.0;176840.0
16787;On;48.00;Off;176544.0;176580.0;176630.0;Not Low;498.5;765.0;2.50;On;177150.0;177010.0
16831;On;48.00;Off;176664.0;176580.0;176630.0;Not Low;498.5;765.0;2.50;On;177350.0;177180.0
16861;On;48.00;Off;176776.0;176580.0;176630.0;Not Low;498.0;765.0;2.50;On;177560.0;177350.0
16891;On;48.00;Off;176896.0;176580.0;176630.0;Not Low;498.0;765.0;2.50;On;177770.0;177520.0
16936;On;48.00;Off;177016.0;176580.0;176630.0;Not Low;497.5;765.0;2.49;On;177770.0;177690.0
16981;On;48.00;Off;177136.0;176580.0;176630.0;Not Low;497.5;765.0;2.49;On;177770.0;177760.0
17011;On;48.00;Off;177256.0;176580.0;176630.0;Not Low;497.0;765.0;2.48;On;177770.0;177830.0
17041;On;48.00;Off;177376.0;176580.0;176630.0;Not Low;497.0;765.0;2.48;On;177770.0;177900.0
17087;On;48.00;Off;177576.0;177380.0;178220.0;Not Low;496.5;765.0;2.47;On;177770.0;177970.0
17132;On;48.00;Off;177776.0;177380.0;178220.0;Not Low;496.5;765.0;2.46;On;177770.0;178040.0
17176;On;48.00;Off;177976.0;177380.0;178220.0;Not Low;496.0;765.0;2.46;On;177770.0;178100.0
17206;On;48.00;Off;178176.0;177380.0;178220.0;Not Low;496.0;765.0;2.45;On;177770.0;178170.0
17251;On;48.00;Off;178376.0;177380.0;178220.0;Not Low;495.5;765.0;2.45;On;177770.0;178240.0
17282;On;48.00;Off;178576.0;177380.0;178220.0;Not Low;495.5;765.0;2.45;On;177770.0;178310.0
17326;On;48.00;Off;178776.0;177380.0;178220.0;Not Low;495.0;765.0;2.46;On;177970.0;178380.0
17372;On;48.00;Off;178976.0;177380.0;178220.0;Not Low;495.0;765.0;2.46;On;178170.0;178610.0
17401;On;48.00;Off;179176.0;177380.0;178220.0;Not Low;494.5;765.0;2.46;On;178370.0;178830.0
17460;On;48.00;Off;179376.0;177380.0;178220.0;Not Low;494.5;765.0;2.47;On;178570.0;179060.0
17492;On;48.00;Off;179656.0;177670.0;178980.0;Not Low;494.0;765.0;2.47;On;178780.0;179290.0
17538;On;48.00;Off;179936.0;177670.0;178980.0;Not Low;494.0;765.0;2.47;On;178980.0;179520.0
17567;On;48.00;Off;180216.0;177670.0;178980.0;Not Low;493.5;765.0;2.48;On;179180.0;179740.0
17611;On;48.00;Off;180496.0;177670.0;178980.0;Not Low;494.5;765.0;2.48;On;179380.0;179970.0
17656;On;48.00;Off;180776.0;177670.0;178980.0;Not Low;495.0;765.0;2.48;On;179580.0;180200.0
17687;On;48.00;Off;181048.0;177670.0;178980.0;Not Low;496.0;765.0;2.49;On;179780.0;180420.0
17731;On;48.00;Off;181328.0;177670.0;178980.0;Not Low;496.5;765.0;2.49;On;179820.0;180650.0
17761;On;48.00;Off;181608.0;177670.0;178980.0;Not Low;497.5;765.0;2.49;On;179860.0;180600.0
17792;On;48.00;Off;181888.0;177670.0;178980.0;Not Low;498.5;765.0;2.50;On;179900.0;180550.0
17836;On;48.00;Off;182168.0;177670.0;178980.0;Not Low;499.0;765.0;2.50;On;179940.0;180500.0
17867;On;48.00;Off;182048.0;181760.0;180930.0;Not Low;500.0;765.0;2.50;On;179980.0;180450.0
17912;On;48.00;Off;181928.0;181760.0;180930.0;Not Low;500.5;765.0;2.51;On;180020.0;180400.0
17956;On;48.00;Off;181808.0;181760.0;180930.0;Not Low;501.5;765.0;2.51;On;180060.0;180360.0
17987;On;48.00;Off;181688.0;181760.0;180930.0;Not Low;500.5;765.0;2.52;On;180100.0;180310.0
18046;On;48.00;Off;181568.0;181760.0;180930.0;Not Low;499.0;765.0;2.52;On;180140.0;180260.0
18091;On;48.00;Off;181448.0;181760.0;180930.0;Not Low;498.0;765.0;2.52;On;180180.0;180210.0
18136;On;48.00;Off;181328.0;181760.0;180930.0;Not Low;497.0;765.0;2.51;On;180260.0;180160.0
18166;On;48.00;Off;181208.0;181760.0;180930.0;Not Low;496.0;765.0;2.51;On;180340.0;180270.0
18211;On;48.00;Off;181088.0;181760.0;180930.0;Not Low;494.5;765.0;2.50;On;180420.0;180370.0
18241;On;48.00;Off;180968.0;181760.0;180930.0;Not Low;493.5;765.0;2.50;On;180500.0;180480.0
18272;On;48.00;Off;180960.0;179380.0;180100.0;Not Low;492.5;765.0;2.49;On;180580.0;180580.0
18316;On;48.00;Off;180944.0;179380.0;180100.0;Not Low;491.0;765.0;2.49;On;180650.0;180690.0
18346;On;48.00;Off;180936.0;179380.0;180100.0;Not Low;490.0;765.0;2.49;On;180730.0;180800.0
18392;On;48.00;Off;180928.0;179380.0;180100.0;Not Low;490.5;765.0;2.48;On;180810.0;180900.0
18436;On;48.00;Off;180920.0;179380.0;180100.0;Not Low;491.0;765.0;2.48;On;180890.0;181010.0
18467;On;48.00;Off;180904.0;179380.0;180100.0;Not Low;491.5;765.0;2.48;On;180970.0;181110.0
18511;On;48.00;Off;180896.0;179380.0;180100.0;Not Low;492.0;765.0;2.48;On;180850.0;181220.0
18556;On;48.00;Off;180888.0;179380.0;180100.0;Not Low;492.5;765.0;2.48;On;180730.0;181120.0
18601;On;48.00;Off;180872.0;179380.0;180100.0;Not Low;493.0;765.0;2.48;On;180610.0;181010.0
18646;On;48.00;Off;180864.0;179380.0;180100.0;Not Low;493.5;765.0;2.48;On;180490.0;180910.0
18691;On;48.00;Off;180864.0;180570.0;180980.0;Not Low;494.0;765.0;2.48;On;180380.0;180810.0
18738;On;48.00;Off;180864.0;180570.0;180980.0;Not Low;494.5;765.0;2.48;On;180260.0;180700.0
18767;On;48.00;Off;180864.0;180570.0;180980.0;Not Low;495.0;765.0;2.48;On;180140.0;180600.0
18811;On;48.00;Off;180864.0;180570.0;180980.0;Not Low;496.5;765.0;2.48;On;180020.0;180500.0
18872;On;48.00;Off;180864.0;180570.0;180980.0;Not Low;498.0;765.0;2.49;On;179900.0;180400.0
18902;On;48.00;Off;180864.0;180570.0;180980.0;Not Low;499.5;765.0;2.49;On;179780.0;180290.0
18932;On;48.00;Off;180864.0;180570.0;180980.0;Not Low;501.0;765.0;2.49;On;179900.0;180190.0
18961;On;48.00;Off;180864.0;180570.0;180980.0;Not Low;502.5;765.0;2.49;On;180020.0;180090.0
18992;On;48.00;Off;180864.0;180570.0;180980.0;Not Low;503.5;765.0;2.49;On;180140.0;179990.0
19036;On;48.00;Off;180864.0;180570.0;180980.0;Not Low;505.0;765.0;2.49;On;180260.0;179890.0
19081;On;48.00;Off;180752.0;180180.0;179720.0;Not Low;506.5;765.0;2.49;On;180370.0;179790.0
19112;On;48.00;Off;180648.0;180180.0;179720.0;Not Low;508.0;765.0;2.50;On;180490.0;179680.0
19156;On;48.00;Off;180536.0;180180.0;179720.0;Not Low;509.5;765.0;2.50;On;180610.0;179580.0
19187;On;48.00;Off;180432.0;180180.0;179720.0;Not Low;509.0;765.0;2.50;On;180730.0;179480.0
