time(ms);FP;FP(%);FPL_CMD;FRP_A(kPa);FRP_A(kPa);FRP_A_CMD(kPa);LP_FUEL_SW;FLPA(kPa);FLP_DSD(kPa);FLP_V(V);FP_RELAY;FRP(kPa);FRP_DSD(kPa);RPM(1/min);FPM(%);FPM_STAT;FRP_ABS(kPa);FRP_V(V);FRT(°C);FRT_V(V);FUELMON_RDY;F_PCV(%);F_VCV(%);F_VCV_CUR(A);F_VCV_FLT
168684;On;48.00;Off;47256.0;29670.0;30000.0;Not Low;483.5;765.0;2.37;On;39980.0;37430.0;1063;40.48;No Fault;31820.0;0.67;45;1.53;Yes;25.49;36.47;1.26;No Fault
168714;On;48.00;Off;48728.0;29670.0;30000.0;Not Low;483.5;765.0;2.36;On;41640.0;38920.0;1062;40.48;No Fault;33500.0;0.69;45;1.53;Yes;25.88;36.08;1.25;No Fault
168744;On;48.00;Off;50192.0;29670.0;30000.0;Not Low;483.0;765.0;2.34;On;43290.0;40400.0;1062;40.48;No Fault;35180.0;0.71;45;1.53;Yes;25.88;36.08;1.24;No Fault
168774;On;48.00;Off;51656.0;29670.0;30000.0;Not Low;482.5;765.0;2.33;On;44940.0;41890.0;1061;40.48;No Fault;36860.0;0.73;45;1.53;Yes;26.27;35.69;1.23;No Fault
168819;On;48.00;Off;53120.0;29670.0;30000.0;Not Low;482.5;765.0;2.32;On;46600.0;43370.0;1060;40.48;No Fault;38540.0;0.75;45;1.53;Yes;26.27;35.69;1.22;No Fault
168864;On;48.00;Off;54592.0;29670.0;30000.0;Not Low;482.0;765.0;2.31;On;48250.0;44860.0;1060;40.48;No Fault;40220.0;0.78;45;1.53;Yes;27.06;35.29;1.21;No Fault
168894;On;48.00;Off;56056.0;29670.0;30000.0;Not Low;482.0;765.0;2.29;On;49900.0;46350.0;1059;40.48;No Fault;41900.0;0.80;45;1.53;Yes;27.45;35.69;1.20;No Fault
168924;On;48.00;Off;57520.0;29670.0;30000.0;Not Low;481.5;765.0;2.28;On;51560.0;47830.0;1059;40.48;No Fault;43580.0;0.82;45;1.53;Yes;28.24;36.47;1.22;No Fault
168954;On;48.00;Off;58984.0;29670.0;30000.0;Not Low;481.5;765.0;2.27;On;53210.0;49320.0;1058;40.48;No Fault;45260.0;0.84;45;1.53;Yes;28.63;36.86;1.24;No Fault
168984;On;47.27;Off;60456.0;29670.0;30000.0;Not Low;481.0;765.0;2.26;On;54860.0;50800.0;1058;40.48;No Fault;46940.0;0.86;45;1.53;Yes;29.41;37.25;1.26;No Fault
169014;On;46.53;Off;61920.0;29670.0;30000.0;Not Low;481.0;765.0;2.24;On;56520.0;52290.0;1057;40.48;No Fault;48620.0;0.88;45;1.53;Yes;29.80;38.04;1.28;No Fault
169044;On;45.80;Off;62080.0;63910.0;61260.0;Not Low;480.5;765.0;2.23;On;58170.0;53770.0;1056;40.48;No Fault;50300.0;0.90;45;1.53;Yes;30.59;38.43;1.30;No Fault
169075;On;45.07;Off;62248.0;63910.0;61260.0;Not Low;480.5;765.0;2.22;On;59830.0;55260.0;1056;40.48;No Fault;51980.0;0.92;45;1.53;Yes;30.98;38.82;1.32;No Fault
169104;On;44.33;Off;62408.0;63910.0;61260.0;Not Low;480.0;765.0;2.21;On;61480.0;56750.0;1055;40.48;No Fault;53660.0;0.94;45;1.53;Yes;31.76;39.61;1.34;No Fault
169148;On;43.60;Off;62568.0;63910.0;61260.0;Not Low;477.0;765.0;2.19;On;63130.0;58230.0;1054;40.48;No Fault;55340.0;0.96;45;1.53;Yes;32.16;40.00;1.36;No Fault
169179;On;42.86;Off;62736.0;63910.0;61260.0;Not Low;474.5;765.0;2.18;On;64790.0;59720.0;1054;40.48;No Fault;57020.0;0.99;45;1.53;Yes;32.94;40.39;1.38;No Fault
169209;On;42.13;Off;62896.0;63910.0;61260.0;Not Low;471.5;765.0;2.18;On;66440.0;61200.0;1053;40.48;No Fault;58700.0;1.01;45;1.53;Yes;33.73;41.18;1.39;No Fault
169239;On;41.40;Off;63064.0;63910.0;61260.0;Not Low;468.5;765.0;2.18;On;66290.0;62690.0;1052;40.48;No Fault;60380.0;1.03;45;1.53;Yes;34.12;41.57;1.41;No Fault
169269;On;40.66;Off;63224.0;63910.0;61260.0;Not Low;466.0;765.0;2.18;On;66140.0;62610.0;1052;40.48;No Fault;62060.0;1.05;45;1.53;Yes;34.90;41.96;1.43;No Fault
169299;On;39.93;Off;63384.0;63910.0;61260.0;Not Low;463.0;765.0;2.18;On;65990.0;62530.0;1051;40.48;No Fault;63740.0;1.07;45;1.53;Yes;35.29;42.35;1.45;No Fault
169329;On;39.20;Off;63552.0;63910.0;61260.0;Not Low;460.5;765.0;2.18;On;65830.0;62460.0;1050;40.48;No Fault;65420.0;1.09;45;1.53;Yes;36.08;43.14;1.47;No Fault
169359;On;38.46;Off;63712.0;63910.0;61260.0;Not Low;457.5;765.0;2.18;On;65680.0;62380.0;1050;40.48;No Fault;67100.0;1.11;45;1.53;Yes;36.47;43.53;1.49;No Fault
169389;On;37.73;Off;63872.0;63910.0;61260.0;Not Low;454.5;765.0;2.18;On;65530.0;62300.0;1049;40.48;No Fault;66850.0;1.13;45;1.53;Yes;37.25;43.92;1.51;No Fault
169419;On;37.00;Off;64040.0;63910.0;61260.0;Not Low;452.0;765.0;2.17;On;65380.0;62220.0;1048;40.48;No Fault;66590.0;1.13;45;1.53;Yes;37.65;44.71;1.53;No Fault
169464;On;36.27;Off;64200.0;63910.0;61260.0;Not Low;449.0;765.0;2.17;On;65230.0;62140.0;1048;40.48;No Fault;66340.0;1.12;45;1.53;Yes;38.43;45.10;1.55;No Fault
169494;On;35.53;Off;64360.0;63910.0;61260.0;Not Low;446.0;765.0;2.17;On;65080.0;62060.0;1047;40.48;No Fault;66090.0;1.12;45;1.53;Yes;38.82;45.49;1.57;No Fault
169524;On;34.80;Off;64528.0;63910.0;61260.0;Not Low;443.5;765.0;2.17;On;64930.0;61990.0;1046;40.48;No Fault;65830.0;1.12;45;1.53;Yes;39.61;46.27;1.59;No Fault
169569;On;34.07;Off;64688.0;63910.0;61260.0;Not Low;440.5;765.0;2.17;On;64770.0;61910.0;1045;40.48;No Fault;65580.0;1.11;45;1.53;Yes;39.22;46.67;1.61;No Fault
169599;On;33.33;Off;64856.0;63910.0;61260.0;Not Low;437.5;765.0;2.17;On;64620.0;61830.0;1044;40.48;No Fault;65330.0;1.11;45;1.53;Yes;38.43;46.67;1.62;No Fault
169629;On;32.60;Off;65016.0;63910.0;61260.0;Not Low;435.0;765.0;2.17;On;64470.0;61750.0;1044;40.48;No Fault;65070.0;1.11;45;1.53;Yes;38.04;46.27;1.62;No Fault
169659;On;31.87;Off;65176.0;63910.0;61260.0;Not Low;432.0;765.0;2.17;On;64320.0;61670.0;1043;40.48;No Fault;64820.0;1.10;45;1.53;Yes;37.25;46.27;1.62;No Fault
169689;On;32.42;Off;65344.0;63910.0;61260.0;Not Low;429.5;765.0;2.17;On;64170.0;61600.0;1042;40.48;No Fault;64570.0;1.10;45;1.53;Yes;36.86;45.88;1.61;No Fault
169719;On;32.98;Off;65504.0;63910.0;61260.0;Not Low;426.5;765.0;2.17;On;64020.0;61520.0;1042;40.48;No Fault;64310.0;1.09;45;1.53;Yes;36.08;45.88;1.61;No Fault
169764;On;33.54;Off;64456.0;64720.0;61610.0;Not Low;423.5;765.0;2.17;On;63870.0;61440.0;1041;40.48;No Fault;64060.0;1.09;45;1.53;Yes;35.69;45.49;1.60;No Fault
169809;On;34.10;Off;63416.0;64720.0;61610.0;Not Low;421.0;765.0;2.17;On;63720.0;61360.0;1040;40.48;No Fault;63810.0;1.09;45;1.53;Yes;34.90;45.49;1.60;No Fault
169839;On;34.66;Off;62368.0;64720.0;61610.0;Not Low;418.0;765.0;2.17;On;63560.0;61280.0;1039;40.48;No Fault;63560.0;1.09;45;1.53;Yes;34.51;45.10;1.59;No Fault
169884;On;35.22;Off;61320.0;64720.0;61610.0;Not Low;420.5;765.0;2.16;On;63410.0;61200.0;1038;40.48;No Fault;63300.0;1.08;45;1.53;Yes;33.73;45.10;1.59;No Fault
169914;On;35.78;Off;60280.0;64720.0;61610.0;Not Low;422.5;765.0;2.16;On;63260.0;61130.0;1038;40.48;No Fault;63050.0;1.08;45;1.52;Yes;33.33;44.71;1.58;No Fault
169944;On;36.34;Off;59232.0;64720.0;61610.0;Not Low;425.0;765.0;2.18;On;63110.0;61050.0;1037;40.48;No Fault;62800.0;1.08;45;1.52;Yes;32.55;44.71;1.58;No Fault
169974;On;36.90;Off;58184.0;64720.0;61610.0;Not Low;427.5;765.0;2.19;On;62150.0;60970.0;1036;40.48;No Fault;62540.0;1.07;45;1.52;Yes;32.16;44.31;1.57;No Fault
170004;On;37.46;Off;57144.0;64720.0;61610.0;Not Low;429.5;765.0;2.20;On;61190.0;60250.0;1036;40.48;No Fault;62290.0;1.07;45;1.52;Yes;31.37;44.31;1.57;No Fault
170034;On;38.02;Off;56096.0;64720.0;61610.0;Not Low;432.0;765.0;2.21;On;60230.0;59520.0;1035;40.48;No Fault;62040.0;1.06;45;1.52;Yes;30.98;43.92;1.57;No Fault
170064;On;38.58;Off;55048.0;64720.0;61610.0;Not Low;434.5;765.0;2.23;On;59270.0;58800.0;1035;40.48;No Fault;61780.0;1.06;45;1.52;Yes;30.20;43.92;1.56;No Fault
170094;On;39.14;Off;54000.0;64720.0;61610.0;Not Low;436.5;765.0;2.24;On;58310.0;58080.0;1034;40.48;No Fault;61530.0;1.06;45;1.52;Yes;29.80;43.53;1.55;No Fault
170139;On;39.69;Off;52960.0;64720.0;61610.0;Not Low;439.0;765.0;2.25;On;57360.0;57350.0;1034;40.48;No Fault;60660.0;1.05;45;1.52;Yes;29.02;43.53;1.55;No Fault
170184;On;40.25;Off;51912.0;64720.0;61610.0;Not Low;441.5;765.0;2.26;On;56400.0;56630.0;1034;40.48;No Fault;59790.0;1.04;45;1.52;Yes;28.63;43.14;1.55;No Fault
170214;On;40.81;Off;50864.0;64720.0;61610.0;Not Low;443.5;765.0;2.28;On;55440.0;55910.0;1034;40.48;No Fault;58920.0;1.03;45;1.52;Yes;27.84;43.14;1.54;No Fault
170244;On;41.37;Off;49824.0;64720.0;61610.0;Not Low;446.0;765.0;2.29;On;54480.0;55180.0;1033;40.48;No Fault;58050.0;1.02;45;1.52;Yes;27.45;42.75;1.54;No Fault
170274;On;41.93;Off;48776.0;64720.0;61610.0;Not Low;448.5;765.0;2.30;On;53520.0;54460.0;1033;40.48;No Fault;57180.0;1.01;45;1.52;Yes;26.67;42.75;1.53;No Fault
170303;On;42.49;Off;47728.0;64720.0;61610.0;Not Low;451.0;765.0;2.31;On;52560.0;53740.0;1032;40.48;No Fault;56320.0;1.00;45;1.52;Yes;26.67;42.35;1.53;No Fault
170334;On;43.05;Off;46688.0;64720.0;61610.0;Not Low;453.0;765.0;2.33;On;51600.0;53010.0;1032;40.48;No Fault;55450.0;0.99;45;1.52;Yes;26.67;42.35;1.52;No Fault
170364;On;43.61;Off;45640.0;64720.0;61610.0;Not Low;455.5;765.0;2.34;On;50640.0;52290.0;1032;40.48;No Fault;54580.0;0.98;45;1.52;Yes;26.67;42.35;1.52;No Fault
170394;On;44.17;Off;44592.0;64720.0;61610.0;Not Low;458.0;765.0;2.35;On;49680.0;51570.0;1032;40.48;No Fault;53710.0;0.97;45;1.52;Yes;26.27;41.96;1.51;No Fault
170424;On;44.34;Off;43552.0;64720.0;61610.0;Not Low;460.0;765.0;2.36;On;48720.0;50850.0;1031;40.48;No Fault;52840.0;0.96;45;1.52;Yes;26.27;41.96;1.51;No Fault
170469;On;44.52;Off;42504.0;64720.0;61610.0;Not Low;462.5;765.0;2.38;On;47760.0;50120.0;1031;40.48;No Fault;51970.0;0.95;45;1.52;Yes;26.27;41.96;1.50;No Fault
170499;On;44.69;Off;42496.0;42510.0;45000.0;Not Low;465.0;765.0;2.39;On;46810.0;49400.0;1030;40.48;No Fault;51100.0;0.93;45;1.52;Yes;26.27;41.96;1.50;No Fault
170546;On;44.86;Off;42496.0;42510.0;45000.0;Not Low;467.0;765.0;2.40;On;45850.0;48680.0;1030;40.48;No Fault;50230.0;0.92;45;1.52;Yes;26.27;41.96;1.49;No Fault
170574;On;45.04;Off;42488.0;42510.0;45000.0;Not Low;469.5;765.0;2.41;On;44890.0;47950.0;1030;40.48;No Fault;49360.0;0.91;45;1.52;Yes;26.27;41.96;1.49;No Fault
170604;On;45.21;Off;42488.0;42510.0;45000.0;Not Low;470.5;765.0;2.42;On;43930.0;47230.0;1029;40.48;No Fault;48490.0;0.90;45;1.52;Yes;26.27;41.57;1.48;No Fault
170634;On;45.39;Off;42480.0;42510.0;45000.0;Not Low;471.0;765.0;2.44;On;42970.0;46510.0;1029;40.48;No Fault;47620.0;0.89;45;1.52;Yes;25.88;41.57;1.48;No Fault
170664;On;45.56;Off;42480.0;42510.0;45000.0;Not Low;472.0;765.0;2.44;On;42010.0;45780.0;1029;40.48;No Fault;46760.0;0.88;45;1.52;Yes;25.88;41.57;1.47;No Fault
170694;On;45.73;Off;42472.0;42510.0;45000.0;Not Low;472.5;765.0;2.44;On;42030.0;45060.0;1028;40.48;No Fault;45890.0;0.87;45;1.52;Yes;25.88;41.57;1.47;No Fault
170724;On;45.91;Off;42472.0;42510.0;45000.0;Not Low;473.5;765.0;2.44;On;42050.0;45010.0;1028;40.48;No Fault;45020.0;0.87;45;1.52;Yes;25.88;41.57;1.46;No Fault
170769;On;46.08;Off;42464.0;42510.0;45000.0;Not Low;474.5;765.0;2.44;On;42060.0;44950.0;1028;40.48;No Fault;44150.0;0.85;45;1.52;Yes;25.88;41.18;1.46;No Fault
170799;On;46.26;Off;42464.0;42510.0;45000.0;Not Low;475.0;765.0;2.44;On;42080.0;44900.0;1027;40.48;No Fault;43280.0;0.84;45;1.52;Yes;25.88;41.18;1.45;No Fault
170829;On;46.43;Off;42456.0;42510.0;45000.0;Not Low;476.0;765.0;2.44;On;42100.0;44850.0;1027;40.48;No Fault;42410.0;0.83;45;1.52;Yes;25.88;41.18;1.45;No Fault
170859;On;46.61;Off;42448.0;42510.0;45000.0;Not Low;476.5;765.0;2.44;On;42120.0;44790.0;1026;40.48;No Fault;42390.0;0.82;45;1.52;Yes;25.88;41.18;1.45;No Fault
170889;On;46.78;Off;42448.0;42510.0;45000.0;Not Low;477.5;765.0;2.44;On;42140.0;44740.0;1026;40.47;No Fault;42370.0;0.82;45;1.52;Yes;25.49;41.18;1.44;No Fault
170919;On;46.95;Off;42440.0;42510.0;45000.0;Not Low;478.5;765.0;2.45;On;42160.0;44690.0;1026;40.47;No Fault;42360.0;0.82;45;1.52;Yes;25.49;41.18;1.43;No Fault
170964;On;47.13;Off;42440.0;42510.0;45000.0;Not Low;479.0;765.0;2.45;On;42170.0;44630.0;1025;40.47;No Fault;42340.0;0.82;45;1.52;Yes;25.49;40.78;1.43;No Fault
170994;On;47.30;Off;42432.0;42510.0;45000.0;Not Low;480.0;765.0;2.45;On;42190.0;44580.0;1024;40.47;No Fault;42320.0;0.82;45;1.52;Yes;25.49;40.78;1.43;No Fault
171024;On;47.48;Off;42432.0;42510.0;45000.0;Not Low;480.5;765.0;2.45;On;42210.0;44530.0;1024;40.47;No Fault;42300.0;0.82;45;1.52;Yes;25.49;40.78;1.42;No Fault
171069;On;47.65;Off;42424.0;42510.0;45000.0;Not Low;481.5;765.0;2.45;On;42230.0;44470.0;1024;40.47;No Fault;42280.0;0.82;45;1.52;Yes;25.49;40.78;1.41;No Fault
171099;On;47.82;Off;42424.0;42510.0;45000.0;Not Low;482.0;765.0;2.45;On;42250.0;44420.0;1023;40.47;No Fault;42260.0;0.82;45;1.52;Yes;25.49;40.78;1.41;No Fault
171129;On;48.00;Off;42416.0;42510.0;45000.0;Not Low;483.0;765.0;2.45;On;42260.0;44370.0;1023;40.47;No Fault;42250.0;0.82;45;1.52;Yes;25.49;40.78;1.41;No Fault
171159;On;48.00;Off;42416.0;42510.0;45000.0;Not Low;484.0;765.0;2.45;On;42280.0;44320.0;1022;40.47;No Fault;42230.0;0.82;45;1.52;Yes;25.49;40.78;1.41;No Fault
171189;On;48.00;Off;42408.0;42510.0;45000.0;Not Low;484.5;765.0;2.45;On;42300.0;44260.0;1022;40.47;No Fault;42210.0;0.82;45;1.52;Yes;25.49;40.78;1.41;No Fault
171219;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;485.5;765.0;2.45;On;42320.0;44210.0;1022;40.47;No Fault;42190.0;0.82;45;1.52;Yes;25.49;40.78;1.41;No Fault
171265;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;486.0;765.0;2.45;On;42340.0;44160.0;1021;40.47;No Fault;42170.0;0.82;45;1.52;Yes;25.49;40.78;1.41;No Fault
171294;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;487.0;765.0;2.46;On;42360.0;44100.0;1021;40.47;No Fault;42160.0;0.82;45;1.52;Yes;25.49;40.78;1.41;No Fault
171339;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;487.0;765.0;2.46;On;42370.0;44050.0;1020;40.47;No Fault;42140.0;0.82;45;1.52;Yes;25.49;40.78;1.41;No Fault
171369;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;487.0;765.0;2.46;On;42390.0;44000.0;1020;40.47;No Fault;42120.0;0.82;45;1.52;Yes;25.10;40.78;1.41;No Fault
171399;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;486.5;765.0;2.46;On;42410.0;43940.0;1019;40.47;No Fault;42100.0;0.82;45;1.52;Yes;25.10;40.39;1.41;No Fault
171429;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;486.5;765.0;2.46;On;42390.0;43890.0;1019;40.47;No Fault;42080.0;0.82;45;1.52;Yes;25.10;40.39;1.41;No Fault
171459;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;486.5;765.0;2.45;On;42370.0;43840.0;1018;40.47;No Fault;42060.0;0.82;45;1.52;Yes;25.10;40.39;1.41;No Fault
171490;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;486.5;765.0;2.45;On;42360.0;43800.0;1018;40.47;No Fault;42050.0;0.82;45;1.52;Yes;25.10;40.39;1.41;No Fault
171520;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;486.5;765.0;2.45;On;42340.0;43750.0;1018;40.47;No Fault;42030.0;0.82;45;1.52;Yes;25.10;40.39;1.41;No Fault
171565;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;486.5;765.0;2.45;On;42320.0;43710.0;1017;40.47;No Fault;42010.0;0.82;45;1.52;Yes;25.10;40.39;1.41;No Fault
171595;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;486.0;765.0;2.45;On;42300.0;43660.0;1016;40.47;No Fault;42010.0;0.82;45;1.52;Yes;25.10;40.39;1.41;No Fault
171625;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;486.0;765.0;2.45;On;42280.0;43610.0;1016;40.47;No Fault;42010.0;0.82;45;1.52;Yes;25.10;40.39;1.41;No Fault
171656;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;486.0;765.0;2.45;On;42260.0;43570.0;1015;40.47;No Fault;42010.0;0.82;45;1.52;Yes;25.10;40.39;1.41;No Fault
171685;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;486.0;765.0;2.45;On;42250.0;43520.0;1015;40.47;No Fault;42010.0;0.82;45;1.52;Yes;25.10;40.39;1.40;No Fault
171715;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;486.0;765.0;2.45;On;42230.0;43480.0;1014;40.47;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
171746;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;485.5;765.0;2.45;On;42210.0;43430.0;1014;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
171774;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;485.5;765.0;2.45;On;42190.0;43390.0;1013;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
171821;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;485.5;765.0;2.44;On;42170.0;43340.0;1012;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
171866;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;485.5;765.0;2.44;On;42160.0;43290.0;1012;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
171896;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;485.5;765.0;2.44;On;42140.0;43250.0;1012;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
171926;On;48.00;Off;42408.0;42410.0;43940.0;Not Low;485.5;765.0;2.44;On;42120.0;43200.0;1011;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
171956;On;48.00;Off;42392.0;42410.0;43050.0;Not Low;485.0;765.0;2.44;On;42100.0;43160.0;1010;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
172001;On;48.00;Off;42368.0;42410.0;43050.0;Not Low;485.0;765.0;2.44;On;42080.0;43110.0;1010;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
172030;On;48.00;Off;42352.0;42410.0;43050.0;Not Low;485.0;765.0;2.44;On;42060.0;43060.0;1009;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
172060;On;48.00;Off;42336.0;42410.0;43050.0;Not Low;485.0;765.0;2.44;On;42050.0;43020.0;1009;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
172091;On;48.00;Off;42320.0;42410.0;43050.0;Not Low;485.5;765.0;2.44;On;42030.0;42970.0;1008;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
172120;On;48.00;Off;42296.0;42410.0;43050.0;Not Low;485.5;765.0;2.44;On;42010.0;42930.0;1008;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
172165;On;48.00;Off;42280.0;42410.0;43050.0;Not Low;485.5;765.0;2.44;On;42350.0;42880.0;1007;40.48;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
172196;On;48.00;Off;42264.0;42410.0;43050.0;Not Low;485.5;765.0;2.43;On;42700.0;43360.0;1006;40.49;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
172239;On;48.00;Off;42248.0;42410.0;43050.0;Not Low;486.0;765.0;2.43;On;43040.0;43850.0;1006;40.49;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
172270;On;48.00;Off;42224.0;42410.0;43050.0;Not Low;486.0;765.0;2.43;On;43380.0;44330.0;1006;40.49;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
172299;On;48.00;Off;42208.0;42410.0;43050.0;Not Low;486.0;765.0;2.43;On;43730.0;44810.0;1005;40.49;No Fault;42010.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
172329;On;48.00;Off;42192.0;42410.0;43050.0;Not Low;486.0;765.0;2.43;On;44070.0;45300.0;1005;40.49;No Fault;42880.0;0.82;45;1.53;Yes;25.10;40.39;1.40;No Fault
172361;On;48.00;Off;42168.0;42410.0;43050.0;Not Low;486.5;765.0;2.43;On;44420.0;45780.0;1004;40.49;No Fault;43750.0;0.83;45;1.53;Yes;25.10;40.39;1.40;No Fault
172390;On;48.00;Off;42152.0;42410.0;43050.0;Not Low;486.5;765.0;2.43;On;44760.0;46270.0;1004;40.49;No Fault;44620.0;0.84;45;1.53;Yes;25.10;40.39;1.40;No Fault
172420;On;48.00;Off;42136.0;42410.0;43050.0;Not Low;486.5;765.0;2.43;On;45100.0;46750.0;1004;40.49;No Fault;45480.0;0.85;45;1.53;Yes;25.10;40.39;1.40;No Fault
172465;On;48.00;Off;42120.0;42410.0;43050.0;Not Low;487.0;765.0;2.43;On;45450.0;47230.0;1004;40.49;No Fault;46350.0;0.86;45;1.53;Yes;25.10;40.39;1.40;No Fault
172496;On;48.00;Off;42096.0;42410.0;43050.0;Not Low;487.0;765.0;2.42;On;45790.0;47720.0;1003;40.49;No Fault;47220.0;0.87;45;1.53;Yes;25.49;40.39;1.40;No Fault
172525;On;48.00;Off;42080.0;42410.0;43050.0;Not Low;487.0;765.0;2.42;On;46130.0;48200.0;1003;40.49;No Fault;48090.0;0.88;45;1.53;Yes;26.27;40.78;1.40;No Fault
172556;On;48.00;Off;42064.0;42410.0;43050.0;Not Low;487.0;765.0;2.42;On;46480.0;48680.0;1002;40.49;No Fault;48960.0;0.89;45;1.53;Yes;26.67;40.78;1.41;No Fault
172585;On;48.00;Off;42048.0;42410.0;43050.0;Not Low;487.5;765.0;2.42;On;46820.0;49170.0;1002;40.49;No Fault;49830.0;0.90;45;1.53;Yes;27.45;41.18;1.42;No Fault
172616;On;47.27;Off;42024.0;42410.0;43050.0;Not Low;487.5;765.0;2.42;On;47160.0;49650.0;1002;40.49;No Fault;50700.0;0.91;45;1.53;Yes;27.84;41.57;1.43;No Fault
172646;On;46.53;Off;42008.0;42410.0;43050.0;Not Low;487.5;765.0;2.42;On;47510.0;50130.0;1001;40.49;No Fault;51570.0;0.92;45;1.53;Yes;28.24;41.96;1.44;No Fault
172676;On;45.80;Off;42928.0;42010.0;42140.0;Not Low;487.5;765.0;2.42;On;47850.0;50620.0;1001;40.49;No Fault;52430.0;0.93;45;1.53;Yes;29.02;41.96;1.45;No Fault
172706;On;45.07;Off;43856.0;42010.0;42140.0;Not Low;488.0;765.0;2.42;On;48200.0;51100.0;1000;40.49;No Fault;53300.0;0.94;45;1.53;Yes;29.41;42.35;1.46;No Fault
172736;On;44.33;Off;44776.0;42010.0;42140.0;Not Low;488.0;765.0;2.42;On;48540.0;51590.0;1000;40.49;No Fault;54170.0;0.95;45;1.53;Yes;30.20;42.75;1.48;No Fault
172766;On;43.60;Off;45696.0;42010.0;42140.0;Not Low;485.0;765.0;2.42;On;48880.0;52070.0;1000;40.49;No Fault;55040.0;0.97;45;1.53;Yes;30.59;43.14;1.49;No Fault
172795;On;42.86;Off;46624.0;42010.0;42140.0;Not Low;481.5;765.0;2.42;On;49230.0;52550.0;999;40.49;No Fault;55910.0;0.98;45;1.53;Yes;30.98;43.14;1.50;No Fault
172825;On;42.13;Off;47544.0;42010.0;42140.0;Not Low;478.5;765.0;2.40;On;49570.0;53040.0;999;40.49;No Fault;56780.0;0.99;45;1.53;Yes;31.76;43.53;1.51;No Fault
172856;On;41.40;Off;48464.0;42010.0;42140.0;Not Low;475.5;765.0;2.39;On;50100.0;53520.0;998;40.49;No Fault;57650.0;1.00;45;1.53;Yes;32.16;43.92;1.52;No Fault
172886;On;40.66;Off;49392.0;42010.0;42140.0;Not Low;472.0;765.0;2.38;On;50620.0;53960.0;998;40.49;No Fault;58510.0;1.01;45;1.53;Yes;32.94;43.92;1.53;No Fault
172929;On;39.93;Off;50312.0;42010.0;42140.0;Not Low;469.0;765.0;2.37;On;51150.0;54390.0;999;40.49;No Fault;59380.0;1.02;45;1.53;Yes;33.33;44.31;1.54;No Fault
172960;On;39.20;Off;51232.0;42010.0;42140.0;Not Low;465.5;765.0;2.36;On;51670.0;54830.0;1000;40.49;No Fault;60250.0;1.03;45;1.53;Yes;34.12;44.71;1.55;No Fault
172991;On;38.46;Off;52160.0;42010.0;42140.0;Not Low;462.5;765.0;2.35;On;52200.0;55260.0;1001;40.49;No Fault;61120.0;1.04;45;1.53;Yes;34.51;45.10;1.56;No Fault
